Year,Population,Metro
2013,467321,"Lansing-East Lansing, MI Metro Area"
2013,262495,"Laredo, TX Metro Area"
2013,213460,"Las Cruces, NM Metro Area"
2013,2027868,"Las Vegas-Henderson-Paradise, NV Metro Area"
2013,87563,"Laurel, MS Micro Area"
2013,114322,"Lawrence, KS Metro Area"
2013,131396,"Lawton, OK Metro Area"
2013,135486,"Lebanon, PA Metro Area"
2013,62025,"Lewiston, ID-WA Metro Area"
2013,107604,"Lewiston-Auburn, ME Metro Area"
2013,489435,"Lexington-Fayette, KY Metro Area"
2013,105298,"Lima, OH Metro Area"
2013,316941,"Lincoln, NE Metro Area"
2013,723743,"Little Rock-North Little Rock-Conway, AR Metro Area"
2013,129956,"Logan, UT-ID Metro Area"
2013,127119,"London, KY Micro Area"
2013,216530,"Longview, TX Metro Area"
2013,101860,"Longview, WA Metro Area"
2013,13131431,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
2013,1262928,"Louisville/Jefferson County, KY-IN Metro Area"
2013,304830,"Lubbock, TX Metro Area"
2013,87441,"Lufkin, TX Micro Area"
2013,134841,"Lumberton, NC Micro Area"
2013,260792,"Lynchburg, VA Metro Area"
2013,230300,"Macon, GA Metro Area"
2013,152389,"Madera, CA Metro Area"
2013,627431,"Madison, WI Metro Area"
2013,403985,"Manchester-Nashua, NH Metro Area"
2013,98085,"Manhattan, KS Metro Area"
2013,80654,"Manitowoc, WI Micro Area"
2013,98560,"Mankato-North Mankato, MN Metro Area"
2013,121773,"Mansfield, OH Metro Area"
2013,65401,"Marinette, WI-MI Micro Area"
2013,69126,"Marion, IN Micro Area"
2013,65905,"Marion, OH Micro Area"
2013,67700,"Marquette, MI Micro Area"
2013,66886,"Marshall, TX Micro Area"
2013,66688,"Martinsville, VA Micro Area"
2013,101856,"Mayagüez, PR Metro Area"
2013,815996,"McAllen-Edinburg-Mission, TX Metro Area"
2013,87376,"Meadville, PA Micro Area"
2013,208545,"Medford, OR Metro Area"
2013,1343850,"Memphis, TN-MS-AR Metro Area"
2013,263228,"Merced, CA Metro Area"
2013,103704,"Meridian, MS Micro Area"
2013,5828191,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area"
2013,111281,"Michigan City-La Porte, IN Metro Area"
2013,83919,"Midland, MI Metro Area"
2013,155723,"Midland, TX Metro Area"
2013,1569659,"Milwaukee-Waukesha-West Allis, WI Metro Area"
2013,3459146,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
2013,76478,"Minot, ND Micro Area"
2013,111807,"Missoula, MT Metro Area"
2013,414079,"Mobile, AL Metro Area"
2013,525491,"Modesto, CA Metro Area"
2013,178565,"Monroe, LA Metro Area"
2013,150376,"Monroe, MI Metro Area"
2013,376066,"Montgomery, AL Metro Area"
2013,68434,"Morehead City, NC Micro Area"
2013,136133,"Morgantown, WV Metro Area"
2013,115197,"Morristown, TN Metro Area"
2013,91878,"Moses Lake, WA Micro Area"
2013,73050,"Mount Airy, NC Micro Area"
2013,70436,"Mount Pleasant, MI Micro Area"
2013,118837,"Mount Vernon-Anacortes, WA Metro Area"
2013,117484,"Muncie, IN Metro Area"
2013,171008,"Muskegon, MI Metro Area"
2013,70303,"Muskogee, OK Micro Area"
2013,404951,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area"
2013,65330,"Nacogdoches, TX Micro Area"
2013,140326,"Napa, CA Metro Area"
2013,339642,"Naples-Immokalee-Marco Island, FL Metro Area"
2013,1757424,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
2013,128853,"New Bern, NC Metro Area"
2013,89333,"New Castle, PA Micro Area"
2013,862287,"New Haven-Milford, CT Metro Area"
2013,1240977,"New Orleans-Metairie, LA Metro Area"
2013,92672,"New Philadelphia-Dover, OH Micro Area"
2013,19949502,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
2013,155252,"Niles-Benton Harbor, MI Metro Area"
2013,732535,"North Port-Sarasota-Bradenton, FL Metro Area"
2013,69023,"North Wilkesboro, NC Micro Area"
2013,274150,"Norwich-New London, CT Metro Area"
2013,78801,"Oak Harbor, WA Micro Area"
2013,337362,"Ocala, FL Metro Area"
2013,95897,"Ocean City, NJ Metro Area"
2013,149378,"Odessa, TX Metro Area"
2013,621853,"Ogden-Clearfield, UT Metro Area"
2013,111963,"Ogdensburg-Massena, NY Micro Area"
2013,1319677,"Oklahoma City, OK Metro Area"
2013,78892,"Olean, NY Micro Area"
2013,262388,"Olympia-Tumwater, WA Metro Area"
2013,895999,"Omaha-Council Bluffs, NE-IA Metro Area"
2013,83454,"Opelousas, LA Micro Area"
2013,90942,"Orangeburg, SC Micro Area"
2013,2267846,"Orlando-Kissimmee-Sanford, FL Metro Area"
2013,169541,"Oshkosh-Neenah, WI Metro Area"
2013,151378,"Ottawa-Peru, IL Micro Area"
2013,117149,"Owensboro, KY Metro Area"
2013,68900,"Owosso, MI Micro Area"
2013,839620,"Oxnard-Thousand Oaks-Ventura, CA Metro Area"
2013,95888,"Paducah, KY-IL Micro Area"
2013,72577,"Palatka, FL Micro Area"
2013,550823,"Palm Bay-Melbourne-Titusville, FL Metro Area"
2013,191522,"Panama City, FL Metro Area"
2013,92519,"Parkersburg-Vienna, WV Metro Area"
2013,466913,"Pensacola-Ferry Pass-Brent, FL Metro Area"
2013,382776,"Peoria, IL Metro Area"
2013,6034678,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
2013,4398762,"Phoenix-Mesa-Scottsdale, AZ Metro Area"
2013,96415,"Pine Bluff, AR Metro Area"
2013,91587,"Pinehurst-Southern Pines, NC Micro Area"
2013,2360867,"Pittsburgh, PA Metro Area"
2013,129585,"Pittsfield, MA Metro Area"
2013,81591,"Plattsburgh, NY Micro Area"
2013,83249,"Pocatello, ID Metro Area"
2013,333527,"Ponce, PR Metro Area"
2013,72312,"Port Angeles, WA Micro Area"
2013,519900,"Portland-South Portland, ME Metro Area"
2013,2315089,"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
2013,438095,"Port St. Lucie, FL Metro Area"
2013,78153,"Portsmouth, OH Micro Area"
2013,146920,"Pottsville, PA Micro Area"
2013,215133,"Prescott, AZ Metro Area"
2013,1604291,"Providence-Warwick, RI-MA Metro Area"
2013,562338,"Provo-Orem, UT Metro Area"
2013,161451,"Pueblo, CO Metro Area"
2013,164736,"Punta Gorda, FL Metro Area"
2013,76786,"Quincy, IL-MO Micro Area"
2013,195041,"Racine, WI Metro Area"
2013,1214516,"Raleigh, NC Metro Area"
2013,141324,"Rapid City, SD Metro Area"
2013,413521,"Reading, PA Metro Area"
2013,178980,"Redding, CA Metro Area"
2013,439047,"Reno, NV Metro Area"
2013,67893,"Richmond, IN Micro Area"
2013,1248513,"Richmond, VA Metro Area"
2013,103433,"Richmond-Berea, KY Micro Area"
2013,4380878,"Riverside-San Bernardino-Ontario, CA Metro Area"
2013,311607,"Roanoke, VA Metro Area"
2013,74292,"Roanoke Rapids, NC Micro Area"
2013,211853,"Rochester, MN Metro Area"
2013,1083278,"Rochester, NY Metro Area"
2013,344623,"Rockford, IL Metro Area"
2013,150667,"Rocky Mount, NC Metro Area"
2013,95821,"Rome, GA Metro Area"
2013,106940,"Roseburg, OR Micro Area"
2013,65823,"Roswell, NM Micro Area"
2013,84440,"Russellville, AR Micro Area"
2013,2215770,"Sacramento--Roseville--Arden-Arcade, CA Metro Area"
2013,196542,"Saginaw, MI Metro Area"
2013,191306,"St. Cloud, MN Metro Area"
2013,147800,"St. George, UT Metro Area"
2013,128989,"St. Joseph, MO-KS Metro Area"
2013,2799609,"St. Louis, MO-IL Metro Area"
2013,105893,"Salem, OH Micro Area"
2013,400408,"Salem, OR Metro Area"
2013,428826,"Salinas, CA Metro Area"
2013,385438,"Salisbury, MD-DE Metro Area"
2013,1140483,"Salt Lake City, UT Metro Area"
2013,116914,"San Angelo, TX Metro Area"
2013,2277516,"San Antonio-New Braunfels, TX Metro Area"
2013,3211252,"San Diego-Carlsbad, CA Metro Area"
2013,76048,"Sandusky, OH Micro Area"
2013,4516276,"San Francisco-Oakland-Hayward, CA Metro Area"
2013,134623,"San Germán, PR Metro Area"
2013,1919641,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
2013,2288977,"San Juan-Carolina-Caguas, PR Metro Area"
2013,276443,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area"
2013,269419,"Santa Cruz-Watsonville, CA Metro Area"
2013,147423,"Santa Fe, NM Metro Area"
2013,435697,"Santa Maria-Santa Barbara, CA Metro Area"
2013,495025,"Santa Rosa, CA Metro Area"
2013,366047,"Savannah, GA Metro Area"
2013,562037,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area"
2013,78483,"Searcy, AR Micro Area"
2013,3610105,"Seattle-Tacoma-Bellevue, WA Metro Area"
2013,141994,"Sebastian-Vero Beach, FL Metro Area"
2013,97616,"Sebring, FL Metro Area"
2013,75045,"Seneca, SC Micro Area"
2013,93570,"Sevierville, TN Micro Area"
2013,71158,"Shawnee, OK Micro Area"
2013,114922,"Sheboygan, WI Metro Area"
2013,97047,"Shelby, NC Micro Area"
2013,122353,"Sherman-Denison, TX Metro Area"
2013,107322,"Show Low, AZ Micro Area"
2013,446471,"Shreveport-Bossier City, LA Metro Area"
2013,129473,"Sierra Vista-Douglas, AZ Metro Area"
2013,168491,"Sioux City, IA-NE-SD Metro Area"
2013,243637,"Sioux Falls, SD Metro Area"
2013,76520,"Somerset, PA Micro Area"
2013,318619,"South Bend-Mishawaka, IN-MI Metro Area"
2013,318999,"Spartanburg, SC Metro Area"
2013,535189,"Spokane-Spokane Valley, WA Metro Area"
2013,211695,"Springfield, IL Metro Area"
2013,626915,"Springfield, MA Metro Area"
2013,450498,"Springfield, MO Metro Area"
2013,136167,"Springfield, OH Metro Area"
2013,155403,"State College, PA Metro Area"
2013,71214,"Statesboro, GA Micro Area"
2013,117077,"Staunton-Waynesboro, VA Metro Area"
2013,70380,"Stevens Point, WI Micro Area"
2013,79066,"Stillwater, OK Micro Area"
2013,704379,"Stockton-Lodi, CA Metro Area"
2013,108123,"Sumter, SC Metro Area"
2013,94076,"Sunbury, PA Micro Area"
2013,661934,"Syracuse, NY Metro Area"
2013,92206,"Talladega-Sylacauga, AL Micro Area"
2013,373961,"Tallahassee, FL Metro Area"
2013,2870569,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
2013,168400,"Terre Haute, IN Metro Area"
2013,149800,"Texarkana, TX-AR Metro Area"
2013,107056,"The Villages, FL Metro Area"
2013,608145,"Toledo, OH Metro Area"
2013,234203,"Topeka, KS Metro Area"
2013,186924,"Torrington, CT Micro Area"
2013,146358,"Traverse City, MI Micro Area"
2013,370414,"Trenton, NJ Metro Area"
2013,98200,"Truckee-Grass Valley, CA Micro Area"
2013,996554,"Tucson, AZ Metro Area"
2013,100895,"Tullahoma-Manchester, TN Micro Area"
2013,961321,"Tulsa, OK Metro Area"
2013,139671,"Tupelo, MS Micro Area"
2013,234008,"Tuscaloosa, AL Metro Area"
2013,101176,"Twin Falls, ID Micro Area"
2013,216080,"Tyler, TX Metro Area"
2013,87192,"Ukiah, CA Micro Area"
2013,983429,"Urban Honolulu, HI Metro Area"
2013,297766,"Utica-Rome, NY Metro Area"
2013,143947,"Valdosta, GA Metro Area"
2013,424788,"Vallejo-Fairfield, CA Metro Area"
2013,96135,"Victoria, TX Metro Area"
2013,157332,"Vineland-Bridgeton, NJ Metro Area"
2013,1706816,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area"
2013,454143,"Visalia-Porterville, CA Metro Area"
2013,257083,"Waco, TX Metro Area"
2013,63361,"Walla Walla, WA Metro Area"
2013,185623,"Warner Robins, GA Metro Area"
2013,77963,"Warsaw, IN Micro Area"
2013,5950214,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
2013,169484,"Waterloo-Cedar Falls, IA Metro Area"
2013,84509,"Watertown-Fort Atkinson, WI Micro Area"
2013,119504,"Watertown-Fort Drum, NY Metro Area"
2013,135416,"Wausau, WI Metro Area"
2013,124718,"Weirton-Steubenville, WV-OH Metro Area"
2013,113438,"Wenatchee, WA Metro Area"
2013,145757,"Wheeling, WV-OH Metro Area"
2013,102945,"Whitewater-Elkhorn, WI Micro Area"
2013,637989,"Wichita, KS Metro Area"
2013,151201,"Wichita Falls, TX Metro Area"
2013,116754,"Williamsport, PA Metro Area"
2013,268601,"Wilmington, NC Metro Area"
2013,81667,"Wilson, NC Micro Area"
2013,126900,"Winchester, VA-WV Metro Area"
2013,650820,"Winston-Salem, NC Metro Area"
2013,73959,"Wisconsin Rapids-Marshfield, WI Micro Area"
2013,115071,"Wooster, OH Micro Area"
2013,926710,"Worcester, MA-CT Metro Area"
2013,247044,"Yakima, WA Metro Area"
2013,438965,"York-Hanover, PA Metro Area"
2013,555506,"Youngstown-Warren-Boardman, OH-PA Metro Area"
2013,168690,"Yuba City, CA Metro Area"
2013,201201,"Yuma, AZ Metro Area"
2013,85231,"Zanesville, OH Micro Area"
2014,70818,"Aberdeen, WA Micro Area"
2014,166900,"Abilene, TX Metro Area"
2014,99047,"Adrian, MI Micro Area"
2014,322079,"Aguadilla-Isabela, PR Metro Area"
2014,703825,"Akron, OH Metro Area"
2014,65082,"Alamogordo, NM Micro Area"
2014,152596,"Albany, GA Metro Area"
2014,119356,"Albany, OR Metro Area"
2014,880167,"Albany-Schenectady-Troy, NY Metro Area"
2014,94636,"Albertville, AL Micro Area"
2014,905213,"Albuquerque, NM Metro Area"
2014,154872,"Alexandria, LA Metro Area"
2014,829835,"Allentown-Bethlehem-Easton, PA-NJ Metro Area"
2014,125955,"Altoona, PA Metro Area"
2014,261752,"Amarillo, TX Metro Area"
2014,94073,"Ames, IA Metro Area"
2014,398892,"Anchorage, AK Metro Area"
2014,356874,"Ann Arbor, MI Metro Area"
2014,115916,"Anniston-Oxford-Jacksonville, AL Metro Area"
2014,231497,"Appleton, WI Metro Area"
2014,191864,"Arecibo, PR Metro Area"
2014,442316,"Asheville, NC Metro Area"
2014,99175,"Ashtabula, OH Micro Area"
2014,79290,"Athens, TX Micro Area"
2014,197268,"Athens-Clarke County, GA Metro Area"
2014,5611829,"Atlanta-Sandy Springs-Roswell, GA Metro Area"
2014,275209,"Atlantic City-Hammonton, NJ Metro Area"
2014,78823,"Auburn, NY Micro Area"
2014,154255,"Auburn-Opelika, AL Metro Area"
2014,583010,"Augusta-Richmond County, GA-SC Metro Area"
2014,121112,"Augusta-Waterville, ME Micro Area"
2014,1943299,"Austin-Round Rock, TX Metro Area"
2014,874589,"Bakersfield, CA Metro Area"
2014,2785874,"Baltimore-Columbia-Towson, MD Metro Area"
2014,153414,"Bangor, ME Metro Area"
2014,214914,"Barnstable Town, MA Metro Area"
2014,825478,"Baton Rouge, LA Metro Area"
2014,134878,"Battle Creek, MI Metro Area"
2014,106179,"Bay City, MI Metro Area"
2014,403958,"Beaumont-Port Arthur, TX Metro Area"
2014,88574,"Beaver Dam, WI Micro Area"
2014,123373,"Beckley, WV Metro Area"
2014,208351,"Bellingham, WA Metro Area"
2014,170388,"Bend-Redmond, OR Metro Area"
2014,167521,"Billings, MT Metro Area"
2014,247219,"Binghamton, NY Metro Area"
2014,1143772,"Birmingham-Hoover, AL Metro Area"
2014,126526,"Bismarck, ND Metro Area"
2014,181249,"Blacksburg-Christiansburg-Radford, VA Metro Area"
2014,188917,"Bloomington, IL Metro Area"
2014,164308,"Bloomington, IN Metro Area"
2014,85763,"Bloomsburg-Berwick, PA Metro Area"
2014,105237,"Bluefield, WV-VA Micro Area"
2014,666144,"Boise City, ID Metro Area"
2014,4732161,"Boston-Cambridge-Newton, MA-NH Metro Area"
2014,313333,"Boulder, CO Metro Area"
2014,165928,"Bowling Green, KY Metro Area"
2014,97308,"Bozeman, MT Micro Area"
2014,91824,"Brainerd, MN Micro Area"
2014,85334,"Branson, MO Micro Area"
2014,254183,"Bremerton-Silverdale, WA Metro Area"
2014,945438,"Bridgeport-Stamford-Norwalk, CT Metro Area"
2014,420392,"Brownsville-Harlingen, TX Metro Area"
2014,112663,"Brunswick, GA Metro Area"
2014,1136360,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"
2014,155792,"Burlington, NC Metro Area"
2014,215824,"Burlington-South Burlington, VT Metro Area"
2014,110382,"California-Lexington Park, MD Metro Area"
2014,403923,"Canton-Massillon, OH Metro Area"
2014,679513,"Cape Coral-Fort Myers, FL Metro Area"
2014,97612,"Cape Girardeau, MO-IL Metro Area"
2014,126685,"Carbondale-Marion, IL Metro Area"
2014,54522,"Carson City, NV Metro Area"
2014,81624,"Casper, WY Metro Area"
2014,263885,"Cedar Rapids, IA Metro Area"
2014,75128,"Centralia, WA Micro Area"
2014,152892,"Chambersburg-Waynesboro, PA Metro Area"
2014,238680,"Champaign-Urbana, IL Metro Area"
2014,223371,"Charleston, WV Metro Area"
2014,63148,"Charleston-Mattoon, IL Micro Area"
2014,727689,"Charleston-North Charleston, SC Metro Area"
2014,2380314,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
2014,227738,"Charlottesville, VA Metro Area"
2014,543153,"Chattanooga, TN-GA Metro Area"
2014,96389,"Cheyenne, WY Metro Area"
2014,9553810,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
2014,224241,"Chico, CA Metro Area"
2014,77159,"Chillicothe, OH Micro Area"
2014,2149971,"Cincinnati, OH-KY-IN Metro Area"
2014,217634,"Claremont-Lebanon, NH-VT Micro Area"
2014,88953,"Clarksburg, WV Micro Area"
2014,279593,"Clarksville, TN-KY Metro Area"
2014,64184,"Clearlake, CA Micro Area"
2014,118959,"Cleveland, TN Metro Area"
2014,2063598,"Cleveland-Elyria, OH Metro Area"
2014,147326,"Coeur d'Alene, ID Metro Area"
2014,239953,"College Station-Bryan, TX Metro Area"
2014,686908,"Colorado Springs, CO Metro Area"
2014,172717,"Columbia, MO Metro Area"
2014,800752,"Columbia, SC Metro Area"
2014,312731,"Columbus, GA-AL Metro Area"
2014,80217,"Columbus, IN Metro Area"
2014,1994536,"Columbus, OH Metro Area"
2014,147171,"Concord, NH Micro Area"
2014,108189,"Cookeville, TN Micro Area"
2014,62475,"Coos Bay, OR Micro Area"
2014,98394,"Corning, NY Micro Area"
2014,443480,"Corpus Christi, TX Metro Area"
2014,86316,"Corvallis, OR Metro Area"
2014,258042,"Crestview-Fort Walton Beach-Destin, FL Metro Area"
2014,81289,"Cullman, AL Micro Area"
2014,100530,"Cumberland, MD-WV Metro Area"
2014,6954003,"Dallas-Fort Worth-Arlington, TX Metro Area"
2014,142952,"Dalton, GA Metro Area"
2014,79728,"Danville, IL Metro Area"
2014,104827,"Danville, VA Micro Area"
2014,200111,"Daphne-Fairhope-Foley, AL Metro Area"
2014,382382,"Davenport-Moline-Rock Island, IA-IL Metro Area"
2014,800836,"Dayton, OH Metro Area"
2014,153084,"Decatur, AL Metro Area"
2014,108350,"Decatur, IL Metro Area"
2014,609939,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area"
2014,2754258,"Denver-Aurora-Lakewood, CO Metro Area"
2014,611549,"Des Moines-West Des Moines, IA Metro Area"
2014,4296611,"Detroit-Warren-Dearborn, MI Metro Area"
2014,148095,"Dothan, AL Metro Area"
2014,171987,"Dover, DE Metro Area"
2014,81191,"DuBois, PA Micro Area"
2014,96370,"Dubuque, IA Metro Area"
2014,280218,"Duluth, MN-WI Metro Area"
2014,126666,"Dunn, NC Micro Area"
2014,542710,"Durham-Chapel Hill, NC Metro Area"
2014,166314,"East Stroudsburg, PA Metro Area"
2014,165024,"Eau Claire, WI Metro Area"
2014,179091,"El Centro, CA Metro Area"
2014,63015,"Elizabeth City, NC Micro Area"
2014,151491,"Elizabethtown-Fort Knox, KY Metro Area"
2014,201971,"Elkhart-Goshen, IN Metro Area"
2014,87770,"Elmira, NY Metro Area"
2014,836444,"El Paso, TX Metro Area"
2014,278443,"Erie, PA Metro Area"
2014,358337,"Eugene, OR Metro Area"
2014,134809,"Eureka-Arcata-Fortuna, CA Micro Area"
2014,315162,"Evansville, IN-KY Metro Area"
2014,99357,"Fairbanks, AK Metro Area"
2014,228291,"Fargo, ND-MN Metro Area"
2014,65151,"Faribault-Northfield, MN Micro Area"
2014,65960,"Farmington, MO Micro Area"
2014,123785,"Farmington, NM Metro Area"
2014,377939,"Fayetteville, NC Metro Area"
2014,503046,"Fayetteville-Springdale-Rogers, AR-MO Metro Area"
2014,75337,"Findlay, OH Micro Area"
2014,137682,"Flagstaff, AZ Metro Area"
2014,412895,"Flint, MI Metro Area"
2014,207030,"Florence, SC Metro Area"
2014,147639,"Florence-Muscle Shoals, AL Metro Area"
2014,101759,"Fond du Lac, WI Metro Area"
2014,66600,"Forest City, NC Micro Area"
2014,324122,"Fort Collins, CO Metro Area"
2014,279592,"Fort Smith, AR-OK Metro Area"
2014,427183,"Fort Wayne, IN Metro Area"
2014,72880,"Frankfort, KY Micro Area"
2014,965974,"Fresno, CA Metro Area"
2014,103531,"Gadsden, AL Metro Area"
2014,272994,"Gainesville, FL Metro Area"
2014,190761,"Gainesville, GA Metro Area"
2014,74098,"Gallup, NM Micro Area"
2014,101714,"Gettysburg, PA Metro Area"
2014,127345,"Glens Falls, NY Metro Area"
2014,76724,"Glenwood Springs, CO Micro Area"
2014,124456,"Goldsboro, NC Metro Area"
2014,101842,"Grand Forks, ND-MN Metro Area"
2014,84467,"Grand Island, NE Metro Area"
2014,148255,"Grand Junction, CO Metro Area"
2014,1027703,"Grand Rapids-Wyoming, MI Metro Area"
2014,83599,"Grants Pass, OR Metro Area"
2014,82344,"Great Falls, MT Metro Area"
2014,277670,"Greeley, CO Metro Area"
2014,314531,"Green Bay, WI Metro Area"
2014,68335,"Greeneville, TN Micro Area"
2014,70862,"Greenfield Town, MA Micro Area"
2014,746593,"Greensboro-High Point, NC Metro Area"
2014,175354,"Greenville, NC Metro Area"
2014,862463,"Greenville-Anderson-Mauldin, SC Metro Area"
2014,93954,"Greenwood, SC Micro Area"
2014,79447,"Guayama, PR Metro Area"
2014,386144,"Gulfport-Biloxi-Pascagoula, MS Metro Area"
2014,260070,"Hagerstown-Martinsburg, MD-WV Metro Area"
