DATE,LA,SEA,DEN,AUS,DC,DET,PHX,MIN,BOS,MIA,NY,CHI,ATL,LV
6/1/1988,74.38597875,66.07017405,48.17299809,57.88181839,79.3407888,60.8369534,66.60127076,64.58125711,75.0035576,73.71199916,84.59877173,66.46400791,70.49992476,67.52762438
7/1/1988,76.92111978,66.24877512,48.22477156,58.17442641,80.77511249,60.89572702,66.39529051,64.34271705,75.03189723,74.10781836,84.50351963,66.55169721,71.07920522,67.65174171
8/1/1988,78.6680492,66.34133788,48.24806809,58.49688496,81.92875022,61.05467746,66.25770321,64.07549797,74.84114698,74.68231606,84.59356456,67.75150023,71.13522615,67.94698908
9/1/1988,80.60749305,66.40730538,48.21318016,58.93692451,83.1576592,61.25450223,65.94157508,64.14779101,74.71039529,75.24897881,84.57622095,68.02481881,71.28958668,68.46238533
10/1/1988,82.3809339,66.1656699,48.03303688,59.95031922,83.67424244,61.2443753,65.80872591,64.4186919,74.60036504,75.59607438,84.47921487,69.03495896,71.02813244,68.46101561
11/1/1988,84.41282045,66.1772563,47.74889141,61.10558644,84.63263943,61.27161835,65.38222419,64.38581583,74.6386462,75.95922766,84.49091277,68.64614261,71.3621461,68.13821377
12/1/1988,85.81818736,66.08372866,47.43557118,62.46581416,85.92852609,61.42294512,65.45043543,64.54477749,74.69527815,76.21900543,84.37502816,68.51149958,71.43178789,67.82777357
1/1/1989,87.47324975,66.32133165,47.46956846,63.28848984,86.86895743,61.56420547,65.28026398,64.62385726,74.5198541,76.5829832,84.48241827,68.32990899,71.5342303,68.78284759
2/1/1989,88.77303169,66.48269506,47.45236929,64.05774052,87.80226663,61.68051561,65.48132739,64.54262415,75.16731512,76.99399616,84.26598825,69.00879167,71.53293735,69.64367535
3/1/1989,91.14747189,66.8123474,47.5294375,65.56170298,88.61896795,61.69694021,64.79103575,64.40564917,75.55483966,77.17558052,84.19466162,70.0744894,71.74753203,70.47959824
4/1/1989,93.01229243,67.24133303,47.46542218,66.69652584,89.32523747,61.93213062,64.63118701,64.29042127,75.39413751,77.54866546,83.8808706,70.65416079,72.22512907,69.99725168
5/1/1989,94.56935661,67.29674143,47.596806,67.70328386,89.77712681,62.2462007,64.51173285,64.62906558,75.04304898,77.56730458,83.49424863,70.50541855,72.62599608,69.78814815
6/1/1989,95.51346468,67.31762773,47.60539016,68.78436714,90.20321284,62.67478625,64.92669391,64.82979177,74.5159939,77.80834047,82.94658528,70.52177132,72.83197435,71.55414662
7/1/1989,96.25204334,67.31975518,47.50318191,69.59128116,90.70773139,62.96012619,65.31818754,65.38562218,74.18127298,78.04240886,82.17128637,70.32844152,73.12303929,71.77178948
8/1/1989,96.66238933,67.11213441,47.48224929,70.71573793,91.36515779,63.22961851,65.56011897,65.68316436,73.43515633,78.25992114,81.93614834,70.37390471,73.26739216,72.39003203
9/1/1989,97.19970912,66.89734278,47.6006602,71.59164011,91.92728174,63.39789709,65.7390033,65.99968963,73.0104192,78.25032073,81.53717608,70.17945674,73.58499685,72.78963911
10/1/1989,97.87971071,67.42966915,47.89667429,72.4255909,92.19025682,63.77055963,65.71917072,65.64129944,72.71688526,78.37822444,81.78816114,70.06139616,73.77433782,73.46164994
11/1/1989,98.99646192,67.5912056,48.10973219,73.0152288,92.38246587,64.17645153,66.07614996,65.66822026,72.9911343,78.32395846,81.5503455,69.87009731,73.99421013,74.26372912
12/1/1989,99.77023634,67.85024518,48.21336992,73.39491754,92.84075265,64.38675057,66.04346847,65.8670852,73.00086711,78.72279768,81.34384681,69.67911657,74.3672485,74.86157972
1/1/1990,100.4711925,68.20841683,48.23966441,73.6425064,93.36285479,64.52666251,66.03734545,66.08508812,73.09679106,79.16609822,81.03500328,69.35588735,74.76445483,75.55865322
2/1/1990,100.7615717,68.64578968,48.36397299,73.82260421,93.66452649,64.66029522,66.06920542,66.54071603,72.8733044,79.66911514,80.98286107,68.7005541,75.35572936,75.6367344
3/1/1990,100.9928379,68.78706359,48.49597248,74.59500894,93.60513787,65.0839931,66.10931075,66.77069796,72.19255065,79.53469814,80.80771443,68.90407717,75.46923582,76.59843035
4/1/1990,100.9904097,68.28865541,48.52075477,75.06539467,93.58553395,65.25624467,66.08932675,66.94435995,71.64670457,79.44380215,80.21306972,69.47572132,75.51619659,77.26539056
5/1/1990,100.3945833,67.86460942,48.46948274,75.02009431,93.11216084,65.61998711,66.14401979,66.96895044,70.69340526,79.68157565,79.55356747,69.9953881,75.77602924,77.85265409
6/1/1990,100.1110461,67.57712122,48.57999866,74.58836007,92.63377017,65.95858251,66.13144628,67.2033143,69.99001572,79.85722195,78.93322447,70.25085345,76.05252566,78.72967092
7/1/1990,99.50556922,67.54680168,48.65507827,74.0484706,92.22728519,66.37529005,66.0962285,67.25760453,69.35506354,80.03331359,78.29566605,70.66221032,76.39684953,79.645367
8/1/1990,99.04618276,68.00981135,48.6734231,73.75247492,91.841703,66.72946192,66.16850945,67.3931324,68.90485173,79.86844152,77.550183,70.57985412,76.58467006,80.57561184
9/1/1990,98.42543959,68.7235995,48.75710401,73.48238408,91.43171524,67.03578897,66.24074249,67.40849194,68.60414032,79.67445535,76.67560322,70.94446327,76.68803396,81.00371791
10/1/1990,98.00144608,69.15128163,48.66567783,72.90660101,91.25676104,67.31937272,66.43304675,67.70134035,68.08432555,79.43833552,76.31226899,70.71754631,77.12552242,81.54863816
11/1/1990,97.11387198,69.65869503,48.75345232,72.37480808,91.00598846,67.49747259,66.4955008,67.9334307,67.12313762,79.54759287,75.8818278,70.96349311,77.56604879,81.37619139
12/1/1990,96.54814971,69.90274798,48.73388328,71.86458461,90.93694273,67.93832377,66.68028977,68.05407047,66.19168996,79.35179117,75.61630737,70.75132771,78.04133866,81.70149178
1/1/1991,95.56901452,70.56680032,48.93966541,71.93549502,89.70687111,68.97328869,66.87284772,68.15612781,65.31044604,79.02378864,74.74340913,70.83917887,78.23160321,81.09395183
2/1/1991,94.70420277,70.4088484,48.98109824,71.1263905,89.26461007,70.82548484,67.02227459,68.02042817,64.75096488,78.72198018,74.10952487,71.09831412,78.54116379,82.05602362
3/1/1991,93.77260585,70.38323784,49.05964807,70.60820847,88.21111548,70.73898434,67.36735714,68.52865015,64.45087486,78.72800019,73.57918283,70.94470474,78.58471643,82.15405279
4/1/1991,93.7417277,70.65566648,49.30517116,69.90926822,87.92178152,70.18905456,67.52682764,68.88789142,64.03308056,78.74181305,73.05444728,71.23572654,78.60785153,82.23853411
