"a, avg",lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin,lin
1/1/2008,596.0941645,1255.058521,958.9241166,2714.981048,3909.344754,159.34593,754.2875807,356.3976346,496.0313758,671.3123315,132.032146,1203.941585,1545.795096,210.6600123,282.4015602,109.7241586,1181.048841,262.7683669,750.861292,1408.345842,305.1422434,1260.797136,793.0999016,564.0317289,299.5272558,258.9041532,66.35535167,829.2799796,117.9475481,283.2056284,611.3247664,483.0133891,388.2112451,881.7422017,636.6273594,280.3425964,627.0743582,476.5515248,423.687565,1007.71023,138.4529045,1391.34443,349.1553196,109.8693175,61.13876944,385.0396413,123.7389735,77.78808155,262.3744412,11.53374586,993.4354805,225.6537928,3473.357975,377.2832965,249.7484014,221.6471543,370.3064491,327.6198853,264.6859801,166.9321609,95.46981289,217.531883,5,24.89685519,80.98106359,265.0328297,71.59334135,82.63995115,161.4238699,299.0009549,38.33029977,40.3,77.04333285,73.65896656,53.97698942,420.0619163,34.10509116,72.54352968,45.97340906,30.50908019,8.748778639,59.62463867,36.14212606,314.1122429,16.11338215,97.56323699,53.55170568,15.33226434,156.64069,65.86629466,4.48311502,85.42829039,77.01941577,40.35284173,1.394961336,413.0515137,21.33056613,64.44184314,42.82847803,81.05121725,146,392.7108067,48,194.9274471,94.73090353,355.9678106,263.5184117,835.0410269,537.0832647,33.25204709,48.05506034,397.2782663,11.80818037,182.4602739,106.0443732
1/1/2009,379.0822561,611.9387772,411.6143809,1672.046585,1291.029922,116.2299545,578.0631287,399.5685223,376.7393647,310.0580092,79.2165228,964.1685722,552.5820194,142.6707873,176.7818554,41.38540652,735.6296292,76.50887407,344.7163725,783.4245305,271.1097531,607.4086614,497.730784,396.7832579,210.4048789,93.91500661,54.586773,557.7533167,83.42733613,162.5400876,289.1259458,294.6857209,233.1796323,383.4090265,322.7069606,231.9506622,473.2620937,421.6692242,215.853778,459.8433364,84.54972372,555.5251456,305.8531827,63.51937132,31.56945386,274.2952399,69.37380443,77.84286971,176.2849077,8.484337769,580.50032,169.8509479,2260.693649,253.3775016,142.0812561,116.6419061,321.3580031,278.8255046,196.4377658,150.803745,73.39944743,170.0649515,3,19.19411209,66.84856251,175.4590164,52.53679846,62.82163056,115.2633734,259.4026221,28.20375285,27.5,65.86776423,60.86997593,29.06636669,266.8545008,30.36667031,103.0320935,39.50073556,34.11392196,5.58586496,18.27887071,18.17416932,183.9389344,11.60082999,33.43688329,58.35482278,14.12975417,137.2745017,31.37206658,3.154124481,43.72783443,95.13319457,32.0662912,1.564940766,431.214937,45.42837494,42.85155257,25.36265768,67.59612235,83,235.2370867,14,123.2114202,68.57503633,296.8135652,127.8172402,497.5698458,434.7204428,19.9721652,24.71648643,339.2084996,16.08837166,179.6090117,34.11886225
1/1/2010,422.2898051,832.1471011,429.9209792,1602.871964,1482.221309,152.6227451,548.4852774,246.174618,468.050727,420.4586893,105.2354223,976.139385,617.8971697,147.337688,192.5848411,42.11989705,623.3048834,296.9134,418.3722558,696.1372201,214.8186345,901.4476732,510.0130301,298.3758982,210.5214195,109.0257907,46.64021319,609.0339543,149.9819357,132.8357513,388.0943933,217.8934187,291.4407544,429.131667,379.0407393,298.5262934,558.2229665,459.9817877,234.5889153,457.5206889,98.1485282,603.5974097,256.8239525,60.95956271,32.01732641,269.7897766,65.10641088,105.5615702,199.7874617,8.729389974,465.6173625,141.7090855,2242.710006,247.0659356,124.8987728,266.5149207,393.0074571,301.7504323,245.068362,161.8636331,51.21719051,164.5724694,3,21.64278927,72.14210931,171.7619605,43.98562424,59.02201543,116.0525039,284.4994056,35.40152335,32.8,66.03297413,66.63219309,25.83169092,287.6798892,19.64918907,81.31573691,41.76500139,25.56054569,3.730654619,58.98430166,32.50760985,164.1741048,5.878735462,40.00369312,51.41772111,27.25148809,109.5391799,33.85432364,3.145984039,60.84746782,80.31420073,36.42526227,2.629884058,357.6315265,14.87777128,45.39392783,24.45891453,76.02994799,163,183.4079578,23,154.5480948,72.3029718,269.0632044,130.8679973,502.6207489,451.0147913,22.88360933,43.70675913,422.8725323,16.67164304,158.2404683,99.31941836
1/1/2011,436.4310796,915.180506,525.7835753,2013.834545,1713.68324,185.3080744,525.7649799,286.3794643,422.0981004,641.9934969,146.1408125,1488.652959,716.2098143,135.9135149,173.0389308,47.27140196,858.5546011,213.9516728,540.8537976,789.2550937,294.0392354,1131.628327,405.2208602,327.1842833,196.0816632,84.9768371,59.46939375,595.9296205,100.3597967,184.7214355,462.070917,260.2494077,454.00825,523.9719281,437.7444242,245.4551749,490.4292846,385.396958,210.4325114,416.464129,75.49698183,688.3077206,240.3655653,82.77094188,38.02591167,259.976706,66.11302982,104.7916173,187.2137971,7.899993778,521.3800199,156.6730453,2556.868422,324.3337482,172.8017136,269.3876606,405.3002328,277.0045025,219.5445339,192.429018,44.89856327,144.4899379,3,14.30444701,69.78750554,171.918562,23.73041614,66.40952256,119.2072312,256.7762859,29.40996466,44.9,62.05729919,74.990313,30.13828338,244.2765975,9.723596059,47.12617788,41.52571642,29.02857194,12.00867825,66.30761297,37.79303325,146.8587407,13.08723025,29.98264467,71.92505949,25.87985402,97.55215206,29.80649615,2.891775992,35.87542071,56.4126147,37.74135209,1.107676543,391.0209331,11.83564612,33.42754397,30.48628018,80.50380309,149,194.2364998,14,130.6771761,75.25568354,268.7110829,145.3564731,509.0364298,413.5365268,14.89241987,43.94604522,407.9374286,26.03660153,180.1639199,92.60165797
1/1/2012,629.5649479,1389.131915,1078.76281,2683.62622,2257.835333,241.6606856,842.2881986,326.3001583,921.2639508,971.2377904,165.9470808,1822.70438,1206.123024,189.793478,253.9497437,53.75396876,1533.954956,441.6507153,1003.264121,1284.756595,295.7556075,1376.956163,492.9832897,626.7084025,290.0993322,127.7319442,65.01249854,743.0573547,120.3398812,247.8784984,708.6060313,406.5118989,509.3856456,963.6097079,651.17799,298.807687,748.7408492,496.1337128,285.1581018,615.8197907,94.86190383,761.1416829,312.5552309,64.4226503,64.53487668,322.3562254,89.76692458,132.3864077,286.9340873,10.8251401,1015.273844,285.2062558,3641.149433,405.3480518,204.9037761,377.4261645,541.485831,451.6296973,329.1939236,262.8326799,71.26059114,189.9093393,4,16.83762575,107.5130739,162.7869415,50.57894004,89.42009192,146.8469878,284.900834,42.54586564,84.3,75.47400921,87.7813257,31.45345694,381.7559802,22.44601024,58.35375325,46.94888706,25.52131162,9.567970527,88.25446055,33.20891891,246.7609318,12.02332348,32.95540039,95.14478651,32.28183259,102.7394876,33.02884573,3.628853753,46.64907079,78.49226583,40.63180453,4.261095775,494.7154019,35.62057223,40.47683496,32.11017879,102.011171,174,200.3400532,21,148.1195849,106.0887752,277.4587242,200.1439094,651.4236372,411.286521,15.66761659,38.39264483,533.5754343,13.03614242,272.4181907,152.3477469
1/1/2013,867.7723172,1522.155468,970.6599008,3109.982263,3199.850563,317.633554,995.2086749,451.5446427,990.9349793,1674.709621,267.2628386,1854.97138,1959.302529,210.6457716,299.8295276,95.05076072,1799.319991,616.1832763,1272.654841,1405.212054,315.0210591,2008.652516,719.6302788,615.5802896,329.5185665,170.095929,81.71604364,955.9286597,177.038388,245.7357043,910.3947031,586.3236765,704.7291336,1227.454566,882.4735775,365.2084411,962.8699239,468.9340074,356.3339171,707.7634358,113.5111807,1078.569901,321.8683394,126.6516994,107.3248737,374.1569631,111.9810594,186.7196452,284.093735,14.52218809,1190.479659,365.9907406,4265.184976,424.7545583,251.7424037,517.8816021,727.1879392,613.5420539,404.4083033,448.618262,139.1992889,237.498433,5,13.4442183,155.2768527,173.6497346,39.30381368,135.490687,232.1863945,275.2311274,52.82205943,152,77.7947673,89.93257285,38.64272944,409.2768382,13.15513957,59.37734618,47.79611554,48.66896424,5.99232671,97.42936196,39.94637656,297.3709935,6.854798368,51.23465274,101.3606899,50.33372269,119.642642,36.83650005,3.384301343,70.32389494,65.04144686,55.77354797,3.334033243,559.8193976,45.10732749,41.5215162,36.46108421,86.36071007,226,227.3938535,45,165.6108634,121.3538004,362.773826,245.8765996,745.8683081,650.0527017,19.73189691,68.08117386,628.1855647,7.543565121,289.0745465,199.4387693
1/1/2014,1181.764962,1801.123723,993.3584725,3411.79969,3709.554355,292.8125028,959.6268646,484.4570036,962.6414392,1349.569525,341.7033831,2018.167576,2159.059324,180.9623599,292.4814314,120.7548242,1899.089431,821.1997612,1324.082229,1709.699863,374.2649064,2356.241694,852.1121514,651.7289747,361.5820053,215.1778833,99.81488605,1079.899374,176.5342397,294.936919,784.1918293,693.7301846,549.3736696,1373.970932,1007.183363,352.9754033,944.0805906,572.4363746,321.4909377,874.9801269,108.4557726,1290.190178,349.868482,161.0846144,104.7369283,337.5743971,117.1221391,247.6751752,265.3814773,13.32720438,1357.492717,437.1164861,5270.673365,510.198581,454.227236,517.9390698,598.2031413,650.5459244,375.6436608,482.398249,179.5841442,236.915506,5,13.3267469,226.5350185,187.783634,31.24004046,145.6673561,293.915078,283.6374533,59.816247,129.4,83.46407565,97.96864376,57.8950945,350.1865588,13.08355572,77.23447904,56.03780411,24.43401377,4.388323365,48.25144662,42.89658104,205.7712682,6.122468964,63.5495738,115.2786192,27.76077807,120.80685,41.98853209,3.553276773,58.80678066,51.21033119,52.28558727,2.911367915,481.6335538,49.71119732,50.96227247,44.2889511,102.70299,#N/A,231.5186904,#N/A,187.6703728,247.9691707,384.7777231,396.0577547,727.7105276,667.1910395,18.8766148,52.01622433,571.7443693,10.78142334,283.9384845,207.0869696
1/1/2015,1429.138188,2122.821983,986.278041,4345.782549,6913.57144,302.9110414,1200.344415,545.7117459,945.6167419,1829.143543,585.6514247,2008.137977,2445.542031,190.5487908,305.7360567,117.8179199,1813.461417,625.0462126,1442.85097,1988.843856,328.3474692,2928.641027,783.4414981,803.9505031,341.9122811,228.1750732,57.31843967,1073.739501,193.1760679,312.5555733,1010.410597,739.9812968,763.7855806,1667.781763,1097.350465,181.3101115,1247.841951,595.7453089,505.3396898,883.1193964,132.3401135,1366.839625,384.7173698,115.4019656,165.4536615,344.0521976,114.3944829,306.4397236,328.0304024,9.957951737,1550.150382,458.7151969,4759.832602,526.8819361,417.070703,564.0746282,624.5980047,539.8279904,422.6532259,607.4137467,215.3917737,251.397202,1,11.35634157,211.8442767,193.7537425,36.95686465,154.1869704,286.5059159,338.1113462,50.33317449,85.4,89.99703729,129.0597413,55.73816385,445.4108185,22.077874,77.63700298,76.26470185,20.86408255,5.261517572,52.17088981,53.52682639,123.756354,7.805196378,88.19706814,127.5333286,36.04404771,59.4857627,42.30868564,4.908717074,30.38116124,65.38209196,52.60749695,3.574188126,499.246809,19.78600097,67.97158395,48.32667256,108.8566468,#N/A,217.8755874,#N/A,227.9313405,191.586814,405.1574008,482.2068325,704.8921334,737.4467116,18.12645992,69.9757491,581.668929,3.372632271,341.1904408,191.5880303
1/1/2016,1551.849064,2088.772733,1094.997168,4425.086431,3350.622793,430.1001598,1411.315939,720.6834113,1134.560723,1526.099609,447.5097152,1978.076592,2954.958798,198.3453498,221.8659725,135.646634,1862.522023,543.6884762,1741.805224,2399.187563,303.8654761,2697.389176,854.1642889,969.747669,388.9067993,310.2021304,87.40952798,1016.72366,243.4032741,287.4575698,1283.970914,810.3232455,860.238332,1852.847713,1191.938201,140.1755463,967.0044436,704.4260686,608.9257646,1109.686581,186.7270132,1552.46694,368.3551329,161.4423309,186.5817501,354.7237803,82.0454038,289.2884131,352.1538235,10.65624289,1587.636499,565.0617344,3807.492645,556.8019504,461.8153972,618.0609815,659.3428788,572.4759107,600.578266,661.9430452,275.2171818,254.7257718,1,10.98036875,197.1058995,249.280166,41.77597365,151.2734564,391.077111,390.6659729,60.85686961,60.2,105.2218978,118.3191216,69.99968831,392.487944,23.57715958,75.08554422,88.78403893,23.18109848,4.608876243,46.47447902,69.96670046,155.6550913,21.22917095,117.5795939,113.3525432,39.22386824,38.97592329,50.75340971,3.765201992,12.25537252,70.41797576,51.6048585,13.24450792,571.6201121,14.34108523,75.60045574,79.47083444,129.0594601,#N/A,240.34417,#N/A,284.575252,324.3328051,493.7092058,441.8699838,768.4421504,634.4626116,18.13647046,38.92633711,496.6141113,4.003156788,369.2955914,275.5480366
1/1/2017,1619.654912,2217.32977,1197.525916,5087.276759,4052.681788,426.8832064,1521.446285,656.8249472,1258.606434,1553.208897,570.6958945,2089.122331,2677.111831,191.218683,238.9712226,162.8610879,2164.597391,587.3852105,1855.939507,2460.970047,302.5540565,2589.770335,1122.413055,1079.333779,391.4444944,332.7713896,61.42349524,1112.212593,220.1112256,264.6964334,1397.745584,853.8660981,828.3519911,1660.090449,1426.957168,156.2014779,1234.472308,616.5836057,779.3243588,1130.737746,185.831443,1699.149222,410.1356252,166.652477,173.8692259,413.2835662,112.4074668,320.636409,333.1631611,10.98125666,1786.643111,645.6264192,3743.282352,555.3408744,610.1653098,811.5154202,731.041917,460.9651712,538.3731153,685.2551393,368.5735872,271.4853294,1,7.583269808,241.1429935,253.5453737,42.55116027,115.3163259,360.64344,340.635506,50.86559631,63.4,128.3639238,155.287842,76.7350836,547.0006116,30.01472813,87.56015577,94.74395044,21.78650764,10.16367137,45.48629798,77.64931586,171.7225817,13.08754629,182.4310239,131.7473449,49.02158386,34.65885358,63.52742913,3.045176411,24.88534228,92.42894224,64.70003847,11.49273421,490.1478872,16.76659003,65.19051944,65.12341472,132.6744193,#N/A,242.366251,#N/A,254.1501663,307.1324844,527.2847104,441.5155867,899.8738084,642.8982352,12.84820178,47.66525385,546.1432826,4.027156314,380.5401256,242.3616108
1/1/2018,1514.52767,2032.967449,1328.83698,5166.101174,3850.164577,467.8534882,1476.7751,785.6393667,1484.552548,1745.878048,800.8204438,2080.848244,3145.706055,196.1055235,356.0757248,279.9666534,2384.449171,737.5963211,1875.811809,2643.659233,283.6338229,2606.956038,1119.760534,1325.851753,448.2030212,378.1722662,103.6636255,1109.721197,233.3335424,260.3631075,1362.686805,815.8095668,753.4233796,2403.776509,1222.208973,134.5430203,1074.923585,605.921847,643.8029489,968.2102503,207.4569877,1484.517476,402.2998689,212.7508109,159.2184387,396.4625308,169.3356023,346.1858065,355.9220848,21.87456926,2109.003408,726.1010256,4757.839559,591.2653883,531.5739985,611.2265421,671.975631,474.8895154,400.8690471,844.5281687,365.0862634,238.4563729,1,6.742931902,297.935576,187.2999692,42.99933283,116.6332953,315.2752353,406.6626084,62.87624446,101.8,119.9057232,161.9185048,96.19342652,500.5853421,38.84374032,107.8172112,104.7441777,21.15812743,7.200254175,51.64563122,59.19035686,162.672217,17.13117501,234.1509993,53.35710709,41.53634984,36.73506126,66.72541539,7.548708895,22.88379243,80.3112933,55.36207618,25.8183691,458.9707729,21.81602541,86.06762138,136.401934,146.5841847,#N/A,264.5046783,#N/A,291.317577,223.4011686,518.5294068,543.3589993,870.9294224,737.0891238,8.222874369,41.59227205,770.2379392,3.080852117,451.9403666,255.6367747
1/1/2019,1797.539638,2170.138185,1217.860992,5249.38328,4674.516291,453.7949198,1943.946516,861.8564845,1829.842526,1795.483307,756.2988256,2169.428535,2672.957255,196.5028869,354.340621,284.438323,2641.430459,604.4903348,1630.850394,2978.391858,355.3756965,2469.368279,1258.01468,1204.870328,455.6001625,625.119384,88.20531969,1246.613518,270.9809053,250.3386236,1127.813485,767.4261496,656.6881289,2016.598997,1376.961703,134.1766823,1077.124873,577.8954569,787.8824928,949.4276206,326.6278304,1478.493704,364.2188665,270.4109303,162.3538253,355.8701069,186.6383989,312.8585698,306.3725485,46.27303694,1958.672419,823.5441819,5179.778764,582.2676673,540.1328815,612.3528836,652.1722463,523.8052692,414.3041368,824.4062035,423.4396197,240.0262356,2,7.208594622,291.0234036,198.6556342,28.69456146,119.973624,306.0037767,424.1772229,55.25125068,107.5,111.7547861,187.9345628,102.5907119,665.3026253,40.84595021,153.2802173,97.62861368,27.64482544,6.481169104,58.14987702,53.69317325,202.0750988,18.5333648,194.4945692,75.95725994,47.64069088,34.96269955,61.1387182,9.794652411,19.41556233,84.67835347,67.1816171,20.64952037,468.9405132,23.69196274,84.02048976,186.4170518,183.0332003,#N/A,312.9739275,#N/A,195.6391939,231.6146258,510.5510137,550.6410549,1148.43922,755.6246708,7.169860218,45.14762516,648.3127489,2.750785522,463.40473,223.8612494
1/1/2020,2100.962379,1983.999494,1408.157109,4954.92041,4105.875216,586.008986,1634.630826,907.826422,1763.654357,1816.557719,889.5834564,2036.578539,2633.283663,168.0537197,415.9771686,379.8061359,3486.30744,493.7829218,1635.658253,3851.5201,390.7838647,2183.795198,1217.405191,1376.013107,476.2197797,750.528239,97.78140506,1222.385243,378.8849661,322.4062253,868.0215602,922.31768,783.425801,1984.569187,1080.9061,174.4518086,1182.045103,644.3319995,930.86534,1214.07229,335.1106048,1256.710778,421.5117152,352.131289,200.0117048,443.7690604,192.9172501,352.3155844,405.8948068,48.28196296,1970.93738,768.3251046,5637.454768,635.7874303,642.5458415,641.1377288,987.1374064,622.9258755,534.8687127,806.3254039,381.23462,287.0401784,2,7.861654805,323.9971394,268.0878118,50.65197477,138.8656103,370.5449251,447.2627579,51.01283608,107.4,173.4871621,209.171041,81.52332734,700.4664752,48.37412397,176.4007125,93.51972797,27.80271272,11.69008619,118.7250185,76.38838433,233.3979038,23.79543243,318.3100731,73.19081549,49.24722189,45.46276266,83.70433533,7.366460078,45.80772527,92.8910345,57.58054052,21.90382575,543.3802619,56.54616838,59.4321072,229.1715312,146.0167684,#N/A,367.7185632,#N/A,206.5312131,208.6450017,617.4776697,723.075523,1386.063239,878.774077,12.33772608,70.06283871,680.0315619,3.095210214,466.9436838,215.5886281
1/1/2021,2566.924254,2513.870289,1862.44691,5985.033018,4667.666371,803.8753713,1991.635776,995.7045686,2102.37149,2156.543947,1111.587814,2228.078248,3252.768311,322.2233104,507.0334676,588.0619533,4160.959393,412.6340821,2471.353018,4264.473497,409.3579147,2594.429982,1270.3678,1881.998981,484.5731875,928.0358995,153.3724402,2589.923249,408.1105369,307.735777,1154.733015,925.1517678,828.3823588,2455.1508,1266.266775,183.6657753,1443.136726,725.9905117,1003.690704,1376.414849,399.5115298,1532.261136,572.8088718,485.3748126,237.4710761,500.2785825,223.9267715,524.2255961,440.5418822,66.54690723,2338.104773,937.2614549,5680.612262,739.6444917,812.8115306,713.1706842,988.7449203,698.3259911,593.0176825,1307.265485,444.5439171,282.2033677,3,8.454242129,370.4575125,326.1984023,53.80357845,140.3040154,599.5848184,467.9256078,72.29413778,71.5,158.0636075,247.575296,103.1258856,793.2208917,59.69983385,169.9808403,99.66631247,32.08232317,16.64637001,109.822345,116.8996497,283.16113,16.8345547,520.0215728,85.14589152,62.09961532,97.67938556,106.8118396,27.52453849,20.6393763,107.1377406,82.60824079,25.57476095,568.4105993,27.67835353,69.20532202,342.2750471,164.0029652,#N/A,435.5661792,#N/A,260.943708,214.0215952,731.9304287,859.3067619,1629.75872,1093.665372,18.79519397,45.67354768,573.0935156,2.735321441,510.5490013,237.9052463
1/1/2021,2566.924254,2513.870289,1862.44691,5985.033018,4667.666371,803.8753713,1991.635776,995.7045686,2102.37149,2156.543947,1111.587814,2228.078248,3252.768311,322.2233104,507.0334676,588.0619533,4160.959393,412.6340821,2471.353018,4264.473497,409.3579147,2594.429982,1270.3678,1881.998981,484.5731875,928.0358995,153.3724402,2589.923249,408.1105369,307.735777,1154.733015,925.1517678,828.3823588,2455.1508,1266.266775,183.6657753,1443.136726,725.9905117,1003.690704,1376.414849,399.5115298,1532.261136,572.8088718,485.3748126,237.4710761,500.2785825,223.9267715,524.2255961,440.5418822,66.54690723,2338.104773,937.2614549,5680.612262,739.6444917,812.8115306,713.1706842,988.7449203,698.3259911,593.0176825,1307.265485,444.5439171,282.2033677,3,8.454242129,370.4575125,326.1984023,53.80357845,140.3040154,599.5848184,467.9256078,72.29413778,71.5,158.0636075,247.575296,103.1258856,793.2208917,59.69983385,169.9808403,99.66631247,32.08232317,16.64637001,109.822345,116.8996497,283.16113,16.8345547,520.0215728,85.14589152,62.09961532,97.67938556,106.8118396,27.52453849,20.6393763,107.1377406,82.60824079,25.57476095,568.4105993,27.67835353,69.20532202,342.2750471,164.0029652,#N/A,435.5661792,#N/A,260.943708,214.0215952,731.9304287,859.3067619,1629.75872,1093.665372,18.79519397,45.67354768,573.0935156,2.735321441,510.5490013,237.9052463
