1date,PHOE004BP1FHSA, LASV832BP1FHSA, ATLA013BP1FHSA, DALL148BP1FHSA, CHAR737BP1FHSA, PORT941BP1FHSA, AUST448BP1FHSA, KANS129BP1FHSA, TAMP312BP1FHSA, HOUS448BP1FHSA, MIAM112BP1FHSA, DENV708BP1FHSA, ALBU735BP1FHSA, OKLA440BP1FHSA, LOSA106BP1FHSA, NAPL912BP1FHSA, DETR826BP1FHSA, PHIL942BP1FHSA, BOST625BP1FHSA, CHIC917BP1FHSA, SEAT653BP1FHSA, NASH947BP1FHSA, JACK212BP1FHSA, COLO808BP1FHSA, SANF806BP1FHSA, SANA748BP1FHSA, ORLA712BP1FHSA, LOIBP1FHSA, COLU139BP1FHSA, STLBP1FHSA, WASH911BP1FHSA, OMAH531BP1FHSA, FORT018BP1FHSA, BOIS216BP1FHSA, NEWY636BP1FHSA, PITT342BP1FHSA, SAND706BP1FHSA, BIRM801BP1FHSA, RALE537BP1FHSA, MPHBP1FHSA, SARA212BP1FHSA, INDI918BP1FHSA, SACR906BP1FHSA, TUCS004BP1FHSA, FORT608BP1FHSA, NEWO322BP1FHSA, RENO932BP1FHSA, TULS140BP1FHSA, EUGE641BP1FHSA, MINN427BP1FHSA, PUEB308BP1FHSA, LAKE412BP1FHSA, PENS812BP1FHSA, GREE508BP1FHSA, TALL212BP1FHSA, CAPE912BP1FHSA, GRAN308BP1FHSA, SALT649BP1FHSA, PORT912BP1FHSA, DELT612BP1FHSA, COLU945BP1FHSA, BALT524BP1FHSA, PALM312BP1FHSA, FAIR802BP1FHSA, FARM135BP1FHSA, GREE637BP1FHSA, GREE845BP1FHSA, HARR551BP1FHSA, LARE748BP1FHSA, MADI555BP1FHSA, MCAL548BP1FHSA, MEDF741BP1FHSA, MIDL248BP1FHSA, MILW355BP1FHSA, WILM937BP1FHSA, SUMT945BP1FHSA, SPRI239BP1FHSA, ROME613BP1FHSA, OCAL112BP1FHSA, MISS530BP1FHSA, DURH537BP1FHSA, DOVE110BP1FHSA, CLMBP1FHSA, CLEV439BP1FHSA, CINC139BP1FHSA, CHEY956BP1FHSA, TREN934BP1FHSA, TEXBP1FHSA, ANCH202BP1FHSA, ALLE942BP1FHSA, STOC706BP1FHSA, SEBA612BP1FHSA, RIVE106BP1FHSA, RICH051BP1FHSA, VINE234BP1FHSA, ODES248BP1FHSA, CHAR745BP1FHSA, BEND441BP1FHSA, AUBU201BP1FHSA, GRAN326BP1FHSA, HSPBP1FHSA, JOHN747BP1FHSA, LASC735BP1FHSA, SANA648BP1FHSA, MYRT845BP1FHSA, DESM719BP1FHSA, SANJ906BP1FHSA, OCEA134BP1FHSA, VIRG251BP1FHSA, SANT135BP1FHSA, PUNT412BP1FHSA, CARS132BP1FHSA, ATLA134BP1FHSA, HONO115BP1FHSA, PALM412BP1FHSA
1/1/2007,2067.655865,1106.271372,2555.688497,2287.862515,1268.661494,684.8946245,1015.928533,490.1382266,666.8994246,3463.036185,590.7448686,669.2693108,302.3453904,457.9652259,753.4227506,94.84072426,341.3827297,786.7602843,426.2902716,1519.729409,1007.080883,898.5403553,601.4140917,229.9857896,393.5578744,764.6903302,971.0679447,356.5165535,366.7579267,675.7440301,1206.706191,313.1809833,89.61750366,337.2636603,1010.636574,315.0094601,275.7970857,394.0222155,1039.879574,462.5731232,185.023708,591.1557416,581.602304,416.798561,94.34954919,335.1325036,167.3242862,363.9538842,85.69667822,643.5927183,54.33160604,322.4369382,148.0527742,128.6870153,156.8199522,348.4250823,109.0124374,323.0237256,170.5302739,142.7770964,430.9304374,424.5964788,177.287409,9.173077308,30.85722993,310.5542707,347.0162866,60.3236511,108.6347178,124.6871114,416.1328911,76.82469782,42.8,166.6432724,369.7839971,39.76517603,15.91888449,23.14909704,213.8143085,42.00483034,228.5564734,96.60833611,69.67954232,277.5892372,436.438737,25.36750756,34.58446297,18.18912964,33.73754858,225.9876034,191.6623099,113.1918615,1406.269672,473.1516974,40.80761687,17.90202574,415.479934,138.8839825,102,135.4640885,7.657461083,70.86191658,105.5636349,29.01171159,317.6347933,265.6981247,145.8961524,51.73976488,372.3742176,23,78.1902807,3.795168269,85.14519644,93,44
1/1/2008,919.10701,468.1883256,1093.050123,1447.310864,608.9925701,342.2058201,668.5686295,231.8233868,389.2027665,2291.015906,289.1957113,339.7609505,165.4070218,299.7714931,365.6279609,53.33066087,161.285721,559.2704592,277.9082797,684.043129,522.0414225,443.4041565,418.2864834,132.6728556,196.4304797,480.1880532,484.7583702,209.6650291,222.6566573,392.0798017,784.9219707,255.0761454,63.8156356,200.4809036,728.0155084,236.0802857,171.5068201,200.2802414,550.2596435,195.7801274,129.0424762,362.6443154,322.6324623,224.7435037,58.41672397,225.1200066,75.1955082,233.3572104,50.72407262,355.5396347,31.08064114,182.1802648,94.74677381,69.561586,78.25353542,96.12802518,58.21102287,161.2914498,75.0397532,79.35430792,276.9756284,265.083032,99.66443667,4.591942652,22.64844721,169.6877824,190.0842893,39.44118015,62.51497943,68.48239845,246.3064208,32.44995831,40.3,102.8527502,257.5601695,25.10616551,6.252356515,12.81996833,96.97696976,25.6688163,158.6648729,65.93774122,44.07565047,188.5835736,271.2450236,14.4118268,26.99784636,7.874233884,21.1843372,139.9404618,68.50609718,50.51473825,508.2897729,322.9407635,28.72033516,21.0665512,281.050121,53.88883849,62,83.61645368,4.482204935,47.87593241,69.10690263,21.36397043,151.1842207,160.504243,80.41555151,31.58215302,261.6244504,12,27.82902922,1.367836328,55.33084368,56,22
1/1/2009,735.0234703,327.5734977,460.0290206,1186.768081,371.9740721,252.8219697,569.7653869,158.2869001,328.1732587,1861.110411,188.7494448,226.6196619,128.3024069,251.0171762,274.3534639,53.09289183,109.9510172,408.9169031,246.2933708,403.5447697,409.9267848,333.6887307,279.5354936,113.6903962,187.798217,453.1602137,315.5583149,183.2423046,215.6281568,333.8807167,753.2844624,243.1564228,63.96050872,154.4549116,530.4062758,209.3252645,145.9537853,148.4744387,366.3525909,136.2090315,111.8565015,296.934998,196.6992815,169.6528611,30.08222953,180.0860814,47.19851503,220.8210901,37.72981422,297.963622,15.40763006,94.73380901,76.06703964,63.45901243,55.37257894,74.50914278,31.18079457,138.3803999,35.34058911,56.10355281,217.6101713,251.0034834,75.07923513,2.924939352,16.90493106,116.1828562,122.5674838,38.25455475,50.81604574,64.87657766,224.8441675,27.29766851,27.5,74.71240567,158.1281445,31.35576389,5.58207222,7.578825626,31.46707788,16.26586581,106.6316175,59.02085089,48.57864221,142.6354666,255.5453432,13.56895693,19.37826309,16.63614949,24.94516508,116.4716139,60.52137895,23.99830898,377.4393885,223.9490381,19.60167112,18.09145387,234.1451373,29.44161193,51,65.72428868,3.152444782,38.69401528,68.91226861,15.22385801,121.1088464,146.7658063,52.0605111,21.98514137,238.3923362,9,23.40597553,1.531149751,40.68230573,65,14
1/1/2010,614.3567943,382.4226945,534.479207,1207.000416,369.2840194,279.6875828,498.9480326,178.6570212,366.0625597,1833.023291,264.5702726,307.9254665,128.6160285,250.1865823,329.4078986,64.00029536,202.1093153,437.7299592,308.9192536,367.3271512,492.7341737,325.9345509,279.9957964,140.1688845,178.3946353,428.8069325,350.3792143,167.985648,237.6278799,348.1802661,753.7473227,202.2512003,67.92615708,134.2533211,600.8688115,274.5859136,185.3977181,124.3530795,386.3956872,136.1160796,140.7657107,318.0970104,177.9639742,158.9043571,40.33521158,157.9136485,42.3072099,182.9419706,40.4812273,315.6632674,17.68331063,94.5385351,112.5135831,65.57449249,45.08675949,93.17495923,28.75171346,153.5263398,37.12974355,55.52257438,213.1810271,294.6138329,79.35425606,3.427726752,16.30928095,109.9734288,122.8340269,36.6951582,54.05481735,66.24184451,246.887752,24.56380088,32.8,79.24728114,135.8524432,24.36471475,3.394963658,4.655928307,40.18233947,16.36333498,123.004663,54.64001052,43.86095757,155.2832878,237.1779773,17.47892083,16.74011614,6.894039901,34.71439428,95.78167123,66.4926258,25.93776191,419.3214054,211.3392651,20.42418592,22.12065514,226.0444077,30.93201408,52,70.88084597,3.141943853,33.02012659,64.01432537,15.09413088,114.1333217,190.7219833,69.58426047,23.14970317,264.7626004,9,23.3462776,1.098264429,38.50455792,71,15
1/1/2011,629.6130464,324.0325838,527.1545467,1162.002865,389.4868822,262.2200235,518.1424261,195.6406679,367.3697077,1890.197457,346.2971223,300.8866188,112.3725997,257.1839373,337.5687813,70.6737944,232.892323,377.2871586,263.7843283,347.1243683,501.661737,336.9289553,266.4194355,134.6155289,152.4574529,366.5339931,372.4022043,143.478272,203.276804,279.4780273,788.1744743,178.9264733,62.14868805,134.4346729,482.5486675,223.3903411,179.3319803,140.2448389,394.5380579,139.1369126,151.2581109,297.0244201,158.7864872,134.3989715,57.3850633,160.8301845,42.09774908,164.5226509,31.48110152,307.2618351,9.361027267,84.43171599,99.45718162,62.03399997,45.51700873,101.0533221,23.9025379,174.5439117,39.29356928,45.84080252,198.6497114,273.2269718,72.09322975,2.917399873,12.17290191,87.09048575,136.0708092,23.28176361,55.53728294,60.31361597,239.699119,22.08531826,44.9,72.00488504,130.1642895,28.59590733,4.476006787,4.10936435,29.61807955,10.98529658,130.2195602,51.30994908,41.8874741,129.8746502,200.9683504,20.05356862,12.52945587,5.983605185,31.77921289,87.22100864,64.28621299,26.56436481,287.395314,203.0708108,14.47106925,27.34339511,220.0996896,37.36794589,44,71.58758119,2.887134834,29.80578223,52.28787519,11.81868895,122.4191185,185.6629175,81.70195004,26.85613995,242.1400959,8,25.75054362,0.752650674,28.56436244,65,13
1/1/2012,981.8678673,506.0476107,782.9218562,1475.440005,559.4356237,371.08656,656.1016594,270.0825701,498.5173852,2382.933245,413.9543226,481.3748918,156.2645381,351.4322926,411.4112556,107.483145,337.2887887,434.0979446,334.7133086,462.8156346,673.9245288,447.4096273,385.9088303,202.1050261,257.4996611,422.7725894,587.0235565,196.0118689,244.017024,358.60362,948.9186367,211.2269282,57.76763459,234.7714332,562.3285807,260.2983581,191.6258394,150.6641856,533.1275356,186.6172269,224.1803857,337.3030522,240.13779,177.9818786,95.510273,173.5403831,64.3293197,222.3032837,35.10013689,455.5980436,14.07942925,115.1042394,117.846676,98.32662154,48.98767467,145.2486319,29.74424425,233.704136,47.26239423,54.44580932,234.2106224,339.4110843,94.33503983,3.828593166,15.51822455,99.55486547,182.3140475,27.54783597,62.87896114,75.24083018,233.4051875,30.13968526,50.1,86.73208102,167.6175874,20.1971786,3.215826224,3.996090174,32.73510793,14.95073348,141.2647927,56.00308441,77.38442454,162.5697257,225.8232807,29.65861383,11.84703337,7.983589696,42.47174632,79.71245105,87.00762975,31.46216512,357.9248148,238.5092753,15.55416962,47.30514094,269.900299,62.32756151,54,92.93285829,3.614053509,27.83136147,56.9499751,19.55702499,167.8845737,228.9788079,128.3007228,27.46531902,308.7552439,11,29.18399513,0.911306877,33.48451869,80,21
1/1/2013,1061.160583,592.5864645,1233.989629,1725.81551,730.0032682,468.8249025,763.6119605,350.2545556,594.8028929,2868.910999,534.1473331,570.8958725,130.5640169,520.9195233,633.6923406,130.8141587,444.377145,517.2838965,415.5089483,610.5325197,723.1733031,586.705098,521.2135988,239.9596495,301.7190562,497.8999811,789.7299667,222.8467101,290.0732379,392.8947788,1181.489882,255.2412303,80.10740251,299.1924301,802.2218595,283.7590467,216.1063109,168.8608702,665.6628477,205.516298,314.4025388,413.1909806,299.5250944,216.0330201,125.9063575,207.5370088,101.7414919,250.7210856,42.27701917,599.3901554,13.11813682,163.6526743,153.6140061,133.5919159,53.49247724,209.4698785,36.71936801,279.7443999,88.1984612,100.0334739,270.7866606,404.979301,111.2457248,4.657214274,13.36403004,118.06935,212.3946686,39.06924595,76.13973781,97.2226882,217.1930751,45.67064856,61,101.2621724,216.0610305,25.47141755,2.83746677,3.624585219,48.29316415,19.71975959,163.5564789,70.05001781,64.91945391,184.5379782,272.606561,34.44296142,10.71777245,6.075737312,42.87522478,94.7394327,88.32667164,38.22844789,509.4328636,299.8833439,19.19500137,56.72054618,308.8429481,100.0282851,57,108.1350076,3.370815185,37.43579565,56.22422528,27.09628924,211.0501265,279.0884287,154.9254038,38.5458819,338.1889258,13,36.15139355,2.989448175,33.59459823,95,35
1/1/2014,977.5098651,566.364041,1407.023492,1895.668755,835.7765276,445.1701941,961.4410084,343.5292387,612.492236,3182.444274,471.9621111,664.1498349,143.4768032,500.8476164,660.6782659,168.4381212,397.2517445,488.0717441,400.4907598,643.6556942,715.6206082,752.533115,525.5874456,222.5561819,282.2851604,505.6926129,828.7108202,195.5887277,289.9036386,374.8763317,1074.873942,220.5349096,73.65738287,291.7988081,906.7193823,257.1911691,204.7155968,188.2867501,644.6178614,212.5586333,345.7152618,412.1622344,294.2250043,210.6870045,135.9426642,197.8460429,123.8423659,251.6923521,41.77431931,561.8733584,13.20471406,211.9598771,129.3078046,159.8306056,56.47860682,260.857924,37.69435979,281.7519151,86.66495697,148.5968621,274.6752026,391.2154801,104.3980742,4.495981982,13.31087869,125.1086376,289.3923669,26.56610726,78.87893704,99.19518843,226.1866569,44.53894733,76.4,102.1293673,114.7641384,22.00525512,4.094161888,5.643308835,59.01712843,19.61787201,181.9959598,75.50631042,54.44089814,188.6238191,266.7751499,25.86942732,15.80082133,8.74101922,45.83462264,87.64973523,97.01857294,57.91538359,561.8617327,265.9650982,17.21948966,40.10221876,344.7545179,97.72612197,60,162.7899338,3.540569225,37.71976913,50.3550993,19.10762613,416.3154783,246.4670129,159.408952,36.92973968,310.3962499,13,44.29238102,2.733769052,33.08019726,#N/A,#N/A
1/1/2015,1393.815898,647.6999106,1643.524257,2332.536329,965.4995328,592.426812,958.2750039,377.2057909,748.9317783,3072.630831,570.681449,778.9821426,167.0059756,476.5584781,711.3859668,234.3699356,421.5172555,532.0657112,386.1251225,627.3518356,720.9614632,892.0178797,603.4037292,250.2700009,358.2116701,524.0827724,1022.859102,222.4839971,286.735613,401.8643454,1036.614961,243.5161942,79.30675897,358.1233222,858.0079109,85.9707547,257.9595526,205.831706,700.9565921,214.6517474,419.4854075,424.3253924,417.6094582,218.1178206,138.6994607,195.5555931,162.8044711,246.6703672,39.88693752,570.4583422,17.02404252,222.8531659,169.6262409,165.1808833,56.33332465,325.045662,40.10129566,280.2288841,92.10494361,103.9628661,304.6344768,427.0478407,106.2891373,0.574967723,11.38608935,138.6330927,308.8904956,33.52951685,86.10561264,114.7313453,223.5105222,40.60532424,63.4,110.1929202,83.77999665,20.59367864,5.139161757,7.506905586,87.51239652,22.1996639,213.6240804,71.50910967,65.07635437,198.4659571,285.5561777,30.41779897,22.86927076,3.004544558,58.57242578,29.38109762,109.0163068,53.44328134,606.139121,296.5482439,14.09156367,39.35262282,381.748638,122.719187,65,122.8432112,4.909956514,21.96198428,62.03136709,17.90867648,394.4790733,287.3677561,166.8007351,38.99104218,321.3357654,10,47.87928397,3.225456177,29.47237943,#N/A,#N/A
1/1/2016,1536.099326,734.0633125,1892.051314,2479.732873,1079.510477,606.6019908,1135.669881,435.6915713,916.4137416,2997.10778,546.906732,879.0369677,167.9007926,429.7805985,767.6387315,218.4426505,488.1016374,584.8581761,435.483389,662.5486923,773.1027519,994.1583934,702.9164152,298.758724,405.4210985,539.327841,1161.399311,248.7576502,332.1034045,456.5689185,1085.407829,244.9067159,86.38004821,451.0104959,829.7820863,88.46450355,191.1338206,220.7823998,788.170665,248.7980007,482.6566104,469.649687,514.8676022,186.2762584,134.9680431,197.8710948,166.2581373,251.8661045,52.71434658,646.7231541,22.02104327,250.3954364,202.5854349,149.7152089,61.28975979,335.6443424,41.65363864,360.9954845,117.2708431,120.6228038,327.025953,365.3881508,148.6312767,0.993437631,10.72301052,143.9642532,345.0875821,40.38354041,91.77198326,129.1760812,247.4192236,47.45092469,55.3,133.1954225,92.86888791,20.87993058,4.646702438,8.32764781,116.1594808,28.9165729,242.1204021,93.34116753,72.04257356,222.0802114,330.288093,34.98717647,15.51890448,4.000812983,63.79866519,28.68613486,112.8676789,66.18125634,668.3623136,328.9308974,14.38462181,38.5103098,399.4462877,141.6993494,71,138.8696319,3.764483446,8.00245289,67.56337879,14.45165978,436.8783949,309.5322045,168.832235,38.4571306,333.8831758,11,72.77129376,7.235080818,31.36502136,#N/A,#N/A
1/1/2017,1704.420014,813.6019537,2039.079999,2866.08419,1162.045398,566.7210003,1274.291375,496.5165381,1051.100642,3252.270325,538.0902361,907.8871027,166.8864395,430.0612282,862.7481919,225.613578,554.7019789,593.1557036,434.8242299,695.5768919,826.0084352,1057.750155,815.9199624,323.9577963,394.8002748,620.7921488,1240.83459,281.8807983,350.5285754,465.2881286,1199.866316,264.2238402,91.70499214,520.9010751,856.3043608,88.54703001,339.92907,226.9045387,906.7031976,266.7311803,504.2907433,513.5005722,573.2518412,225.2924054,161.3966546,211.1292497,183.423286,262.4568573,59.17196972,716.6161924,28.73273877,329.6261477,216.444439,173.7887331,75.51696651,397.1781631,55.50186936,410.9040791,146.8987633,150.6470049,352.2467856,411.0927719,158.5757951,0.576824028,7.56836759,161.6369056,365.4020113,42.86475045,91.38569259,139.2774142,233.4835138,44.56959814,63.4,126.2626775,131.8843475,21.06368594,5.825862518,13.00508396,160.9822254,32.32222826,273.4490941,96.07928387,63.74420344,224.8792263,370.4652618,32.58703174,12.35014599,3.84018019,70.65105596,25.44483336,137.6469713,75.89166931,810.1623064,384.9720173,10.56809205,44.73302804,414.1773001,147.5290765,84,147.7516601,3.06303115,21.27919587,66.9834262,16.6202066,525.508992,304.7227034,214.0191653,44.71320709,359.7846073,11,61.94871384,9.825275472,23.06272987,#N/A,#N/A
1/1/2018,1957.172617,795.2148076,2130.449082,2962.687108,1266.688064,566.396811,1397.287228,472.6605068,1183.602852,3336.103266,588.0460195,980.9517051,183.4201187,450.7004706,881.6623561,252.6687648,511.5073509,604.3561251,400.6871073,702.9224462,761.8521971,1033.514339,892.1831593,350.6881194,319.6836669,666.5387943,1379.122181,262.2707577,349.3457958,438.4293026,1126.439971,237.8225587,106.9635601,573.1268315,839.4884935,92.43190591,269.0714451,230.7016605,943.4606017,258.7198658,536.1257064,592.0600074,538.8185921,268.6523723,141.1376282,238.0776121,183.5857169,237.0858467,61.88269653,729.5172265,38.86554789,378.1896468,226.546003,225.6964185,74.58216693,484.2023212,65.60079544,448.2685848,202.0033917,182.0186828,366.4875948,438.6668388,175.6558236,1.163785465,6.344925024,164.2805327,415.2497619,40.08964159,93.04796446,133.5861504,244.9080259,41.23263882,101.8,148.4819287,105.3625173,21.22955625,5.650857596,16.34210089,226.0428568,37.74597082,274.5821221,110.1495331,46.09899367,215.7475013,353.8914055,32.73189637,17.04158475,3.09469599,78.0391583,29.84863969,158.9010827,91.36343021,915.8489522,371.7321247,8.12607352,50.75069954,407.6004694,149.0516178,85,140.8396866,4.243002396,8.495595727,69.53464923,21.8445889,477.2668608,267.2892631,202.1220072,37.97569159,345.9891435,20,131.6104431,15.00780735,30.86916847,#N/A,#N/A
1/1/2019,2066.050247,729.998028,2164.226388,2928.627137,1269.143986,627.8453486,1516.314544,401.3880021,1230.743053,3320.187392,608.9329941,918.6416697,162.3814066,462.9506101,743.0619407,257.027065,443.0384045,581.038372,358.6068273,644.0807544,733.3022683,1112.778715,912.3945268,337.6264687,334.4362952,753.3421392,1244.115969,266.1702417,338.426363,436.4827635,1041.979899,222.4370524,116.1612123,580.1260839,948.8439456,78.65787153,246.5342779,238.508186,972.7494883,276.2631554,547.3237456,564.7246939,592.9813833,259.9431162,135.1886585,261.0762534,173.5669389,282.5057637,52.76792972,771.4260029,40.59116197,492.5887336,239.4878779,208.142742,80.4317303,470.8194756,50.99685251,375.2243361,245.7515297,214.5219304,345.0536271,401.3474527,177.2501627,0.584115937,6.742729024,161.5498199,435.8802292,28.11388164,95.19270976,126.3664736,262.7734987,41.92932065,107.5,124.9887292,113.890141,23.60109154,5.895262689,18.35256556,192.4399723,34.81602125,292.5206258,98.21980506,53.09995277,211.2557743,371.181507,35.16379278,14.87554691,2.759895916,73.40074539,27.84292983,160.2391661,94.91404578,898.8295056,370.9194858,7.059591782,55.58383795,398.5718928,127.267062,93,131.5578711,4.000438557,11.38637515,71.38864862,23.9101643,506.9321693,309.972187,212.5824695,43.87809242,336.9662141,26,166.6321815,14.34171496,31.39148215,#N/A,#N/A
1/1/2020,2672.349266,858.7898091,2331.12608,3667.622826,1496.293087,650.4157187,1813.627294,508.8485248,1322.640746,4065.264529,661.3553356,940.7509757,162.347147,572.5789878,798.5784474,251.4037239,462.0476481,672.2737768,393.085894,696.3345732,712.8810652,1205.282502,1107.949457,424.8109862,293.9409724,904.0551486,1269.767878,305.0030297,439.6667502,481.1819607,1074.31145,292.4154328,126.8436808,662.2054569,896.2077187,96.29005112,235.089699,295.1113852,1058.354656,321.0248723,708.5685762,671.0844548,617.9038505,357.5929256,179.6013832,291.2915457,218.3635877,338.8988832,59.61452412,826.4915078,48.55613992,597.7442948,347.4757367,269.2442021,100.5129301,568.1597646,64.91203905,437.7399304,344.6170367,276.6732149,415.4634518,418.4494283,240.9817471,0.748655035,7.286418686,190.8999087,534.1499312,49.09438262,118.0901873,136.1496568,303.4455891,44.06925523,107.4,131.6136741,119.7607151,26.21669403,10.81860449,23.73208619,313.597552,36.57749737,318.1822667,139.7343406,65.60499688,234.3611813,451.4383376,35.97603291,21.15991663,3.091692401,75.83722053,36.72531067,181.2406924,80.2517789,1049.918687,441.7282551,12.11439949,76.18121001,474.5297712,149.18035,108,131.6587533,6.642324998,15.50734465,87.31224382,58.44882239,604.4783768,385.8059972,183.210241,40.33151538,414.8009799,27,188.9665493,15.85071125,42.31802899,#N/A,#N/A
1/1/2021,2873.410233,1020.800209,2618.38842,4032.690276,1574.081598,677.6757925,2030.933368,580.071232,1585.204861,4350.973429,688.1032376,1089.234713,212.2830059,662.835327,906.4643857,327.7761235,472.214758,775.2852493,426.5551084,817.4442236,733.2945404,1387.358055,1366.461638,422.3345299,344.5440006,1153.237758,1460.364805,351.1308755,549.216601,478.0160995,1094.066045,306.8822338,144.8178513,683.4644038,1114.075507,119.284156,264.9161951,284.7283108,1204.84248,359.284538,1003.364853,821.6814985,764.7407818,426.9588511,177.8221375,331.1415757,223.6353783,360.9516899,67.15935675,965.7143059,59.66843009,766.035534,247.6768552,278.6942822,114.2672312,914.2912605,77.09574971,440.0981221,462.5217888,425.7038969,487.5381918,397.7575972,346.0110385,1.501089659,8.235867065,210.2583203,728.7951131,51.6908605,121.5048013,145.1977688,360.1343763,48.44678624,71.5,146.262326,134.2477776,31.21340685,15.8288433,16.9280316,469.9250009,36.13589911,321.2133634,138.2191368,71.58871824,249.89435,461.8693977,41.74872694,31.58337491,2.753526225,73.21483544,52.00392968,217.2371903,101.369324,980.760769,488.793872,11.15002222,82.87072418,516.6736692,148.369905,127,146.9595715,6.546395679,20.11843972,98.437767,27.07581485,746.5123575,410.5681827,179.3382573,61.41544915,379.7888605,29,261.6875417,16.92754771,48.28749157,#N/A,#N/A
